"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|HU","Actual Total Load [MW] - BZN|HU"
"04.02.2021 21:15 - 04.02.2021 21:30","5731","5744"
"04.02.2021 21:30 - 04.02.2021 21:45","5633","5684"
"04.02.2021 21:45 - 04.02.2021 22:00","5543","5577"
"04.02.2021 22:00 - 04.02.2021 22:15","5461","5500"
"04.02.2021 22:15 - 04.02.2021 22:30","5464","5491"
"04.02.2021 22:30 - 04.02.2021 22:45","5445","5487"
"04.02.2021 22:45 - 04.02.2021 23:00","5362","5425"
"04.02.2021 23:00 - 04.02.2021 23:15","5260","5340"
"04.02.2021 23:15 - 04.02.2021 23:30","5189","5271"
"04.02.2021 23:30 - 04.02.2021 23:45","5142","5254"
"04.02.2021 23:45 - 05.02.2021 00:00","5072","5176"
"05.02.2021 00:00 - 05.02.2021 00:15","4986","5013"
"05.02.2021 00:15 - 05.02.2021 00:30","4846","4976"
"05.02.2021 00:30 - 05.02.2021 00:45","4826","4909"
"05.02.2021 00:45 - 05.02.2021 01:00","4747","4847"
"05.02.2021 01:00 - 05.02.2021 01:15","4654","4789"
"05.02.2021 01:15 - 05.02.2021 01:30","4575","4733"
"05.02.2021 01:30 - 05.02.2021 01:45","4517","4701"
"05.02.2021 01:45 - 05.02.2021 02:00","4523","4642"
"05.02.2021 02:00 - 05.02.2021 02:15","4457","4586"
"05.02.2021 02:15 - 05.02.2021 02:30","4395","4549"
"05.02.2021 02:30 - 05.02.2021 02:45","4352","4523"
"05.02.2021 02:45 - 05.02.2021 03:00","4354","4478"
"05.02.2021 03:00 - 05.02.2021 03:15","4320","4471"
"05.02.2021 03:15 - 05.02.2021 03:30","4267","4474"
"05.02.2021 03:30 - 05.02.2021 03:45","4236","4472"
"05.02.2021 03:45 - 05.02.2021 04:00","4250","4424"
"05.02.2021 04:00 - 05.02.2021 04:15","4291","4473"
"05.02.2021 04:15 - 05.02.2021 04:30","4334","4520"
"05.02.2021 04:30 - 05.02.2021 04:45","4382","4568"
"05.02.2021 04:45 - 05.02.2021 05:00","4420","4632"
"05.02.2021 05:00 - 05.02.2021 05:15","4522","4757"
"05.02.2021 05:15 - 05.02.2021 05:30","4615","4834"
"05.02.2021 05:30 - 05.02.2021 05:45","4700","4924"
"05.02.2021 05:45 - 05.02.2021 06:00","4775","5031"
"05.02.2021 06:00 - 05.02.2021 06:15","5105","5389"
"05.02.2021 06:15 - 05.02.2021 06:30","5348","5584"
"05.02.2021 06:30 - 05.02.2021 06:45","5519","5702"
"05.02.2021 06:45 - 05.02.2021 07:00","5615","5779"
"05.02.2021 07:00 - 05.02.2021 07:15","5749","5871"
"05.02.2021 07:15 - 05.02.2021 07:30","5754","5923"
"05.02.2021 07:30 - 05.02.2021 07:45","5824","5980"
"05.02.2021 07:45 - 05.02.2021 08:00","5840","5974"
"05.02.2021 08:00 - 05.02.2021 08:15","5886","6026"
"05.02.2021 08:15 - 05.02.2021 08:30","5925","6066"
"05.02.2021 08:30 - 05.02.2021 08:45","5950","6072"
"05.02.2021 08:45 - 05.02.2021 09:00","5968","6073"
"05.02.2021 09:00 - 05.02.2021 09:15","6006","6101"
"05.02.2021 09:15 - 05.02.2021 09:30","6017","6093"
"05.02.2021 09:30 - 05.02.2021 09:45","6012","6098"
"05.02.2021 09:45 - 05.02.2021 10:00","6013","6055"
"05.02.2021 10:00 - 05.02.2021 10:15","6024","6074"
"05.02.2021 10:15 - 05.02.2021 10:30","6052","6080"
"05.02.2021 10:30 - 05.02.2021 10:45","6058","6085"
"05.02.2021 10:45 - 05.02.2021 11:00","6054","6085"
"05.02.2021 11:00 - 05.02.2021 11:15","6041","6107"
"05.02.2021 11:15 - 05.02.2021 11:30","6055","6139"
"05.02.2021 11:30 - 05.02.2021 11:45","6080","6159"
"05.02.2021 11:45 - 05.02.2021 12:00","6109","6171"
"05.02.2021 12:00 - 05.02.2021 12:15","6135","6166"
"05.02.2021 12:15 - 05.02.2021 12:30","6119","6173"
"05.02.2021 12:30 - 05.02.2021 12:45","6123","6185"
"05.02.2021 12:45 - 05.02.2021 13:00","6071","6117"
"05.02.2021 13:00 - 05.02.2021 13:15","6082","6120"
"05.02.2021 13:15 - 05.02.2021 13:30","6045","6088"
"05.02.2021 13:30 - 05.02.2021 13:45","5980","5986"
"05.02.2021 13:45 - 05.02.2021 14:00","5892","5899"
"05.02.2021 14:00 - 05.02.2021 14:15","5903","5925"
"05.02.2021 14:15 - 05.02.2021 14:30","5902","5915"
"05.02.2021 14:30 - 05.02.2021 14:45","5911","5961"
"05.02.2021 14:45 - 05.02.2021 15:00","5920","5946"
"05.02.2021 15:00 - 05.02.2021 15:15","5891","5943"
"05.02.2021 15:15 - 05.02.2021 15:30","5893","5947"
"05.02.2021 15:30 - 05.02.2021 15:45","5919","5979"
"05.02.2021 15:45 - 05.02.2021 16:00","5911","5989"
"05.02.2021 16:00 - 05.02.2021 16:15","5908","5962"
"05.02.2021 16:15 - 05.02.2021 16:30","5944","5979"
"05.02.2021 16:30 - 05.02.2021 16:45","6003","6035"
"05.02.2021 16:45 - 05.02.2021 17:00","6063","6063"
"05.02.2021 17:00 - 05.02.2021 17:15","6067","6155"
"05.02.2021 17:15 - 05.02.2021 17:30","6058","6172"
"05.02.2021 17:30 - 05.02.2021 17:45","6018","6171"
"05.02.2021 17:45 - 05.02.2021 18:00","5988","6150"
"05.02.2021 18:00 - 05.02.2021 18:15","5932","6135"
"05.02.2021 18:15 - 05.02.2021 18:30","5920","6091"
"05.02.2021 18:30 - 05.02.2021 18:45","5910","6103"
"05.02.2021 18:45 - 05.02.2021 19:00","5903","6096"
"05.02.2021 19:00 - 05.02.2021 19:15","5823","6047"
"05.02.2021 19:15 - 05.02.2021 19:30","5779","5967"
"05.02.2021 19:30 - 05.02.2021 19:45","5745","5946"
"05.02.2021 19:45 - 05.02.2021 20:00","5701","5907"
"05.02.2021 20:00 - 05.02.2021 20:15","5645","5827"
"05.02.2021 20:15 - 05.02.2021 20:30","5589","5758"
"05.02.2021 20:30 - 05.02.2021 20:45","5592","5776"
"05.02.2021 20:45 - 05.02.2021 21:00","5496","5693"
"05.02.2021 21:00 - 05.02.2021 21:15","5450","5690"
"05.02.2021 21:15 - 05.02.2021 21:30","5403","5619"
"05.02.2021 21:30 - 05.02.2021 21:45","5326","5566"
"05.02.2021 21:45 - 05.02.2021 22:00","5250","5488"
"05.02.2021 22:00 - 05.02.2021 22:15","5182","5427"
"05.02.2021 22:15 - 05.02.2021 22:30","5158","5377"
"05.02.2021 22:30 - 05.02.2021 22:45","5156","5405"
"05.02.2021 22:45 - 05.02.2021 23:00","5138","5333"
"05.02.2021 23:00 - 05.02.2021 23:15","5059","5264"
"05.02.2021 23:15 - 05.02.2021 23:30","4990","5157"
"05.02.2021 23:30 - 05.02.2021 23:45","4956","5165"
"05.02.2021 23:45 - 06.02.2021 00:00","4891","5100"
"06.02.2021 00:00 - 06.02.2021 00:15","4840","4950"
"06.02.2021 00:15 - 06.02.2021 00:30","4774","4847"
"06.02.2021 00:30 - 06.02.2021 00:45","4734","4823"
"06.02.2021 00:45 - 06.02.2021 01:00","4680","4739"
"06.02.2021 01:00 - 06.02.2021 01:15","4610","4715"
"06.02.2021 01:15 - 06.02.2021 01:30","4574","4648"
"06.02.2021 01:30 - 06.02.2021 01:45","4518","4590"
"06.02.2021 01:45 - 06.02.2021 02:00","4489","4530"
"06.02.2021 02:00 - 06.02.2021 02:15","4426","4479"
"06.02.2021 02:15 - 06.02.2021 02:30","4399","4436"
"06.02.2021 02:30 - 06.02.2021 02:45","4364","4401"
"06.02.2021 02:45 - 06.02.2021 03:00","4326","4366"
"06.02.2021 03:00 - 06.02.2021 03:15","4279","4334"
"06.02.2021 03:15 - 06.02.2021 03:30","4228","4284"
"06.02.2021 03:30 - 06.02.2021 03:45","4219","4285"
"06.02.2021 03:45 - 06.02.2021 04:00","4197","4284"
"06.02.2021 04:00 - 06.02.2021 04:15","4224","4300"
"06.02.2021 04:15 - 06.02.2021 04:30","4223","4300"
"06.02.2021 04:30 - 06.02.2021 04:45","4252","4328"
"06.02.2021 04:45 - 06.02.2021 05:00","4250","4393"
"06.02.2021 05:00 - 06.02.2021 05:15","4270","4411"
"06.02.2021 05:15 - 06.02.2021 05:30","4278","4429"
"06.02.2021 05:30 - 06.02.2021 05:45","4305","4441"
"06.02.2021 05:45 - 06.02.2021 06:00","4295","4468"
"06.02.2021 06:00 - 06.02.2021 06:15","4459","4598"
"06.02.2021 06:15 - 06.02.2021 06:30","4564","4699"
"06.02.2021 06:30 - 06.02.2021 06:45","4649","4765"
"06.02.2021 06:45 - 06.02.2021 07:00","4721","4852"
"06.02.2021 07:00 - 06.02.2021 07:15","4799","4914"
"06.02.2021 07:15 - 06.02.2021 07:30","4896","5008"
"06.02.2021 07:30 - 06.02.2021 07:45","4977","5100"
"06.02.2021 07:45 - 06.02.2021 08:00","5043","5194"
"06.02.2021 08:00 - 06.02.2021 08:15","5105","5267"
"06.02.2021 08:15 - 06.02.2021 08:30","5175","5371"
"06.02.2021 08:30 - 06.02.2021 08:45","5213","5434"
"06.02.2021 08:45 - 06.02.2021 09:00","5227","5526"
"06.02.2021 09:00 - 06.02.2021 09:15","5271","5572"
"06.02.2021 09:15 - 06.02.2021 09:30","5323","5625"
"06.02.2021 09:30 - 06.02.2021 09:45","5392","5675"
"06.02.2021 09:45 - 06.02.2021 10:00","5391","5726"
"06.02.2021 10:00 - 06.02.2021 10:15","5421","5771"
"06.02.2021 10:15 - 06.02.2021 10:30","5446","5808"
"06.02.2021 10:30 - 06.02.2021 10:45","5456","5807"
"06.02.2021 10:45 - 06.02.2021 11:00","5416","5829"
"06.02.2021 11:00 - 06.02.2021 11:15","5440","5845"
"06.02.2021 11:15 - 06.02.2021 11:30","5454","5899"
"06.02.2021 11:30 - 06.02.2021 11:45","5478","5882"
"06.02.2021 11:45 - 06.02.2021 12:00","5468","5909"
"06.02.2021 12:00 - 06.02.2021 12:15","5446","5897"
"06.02.2021 12:15 - 06.02.2021 12:30","5438","5866"
"06.02.2021 12:30 - 06.02.2021 12:45","5416","5827"
"06.02.2021 12:45 - 06.02.2021 13:00","5375","5783"
"06.02.2021 13:00 - 06.02.2021 13:15","5346","5734"
"06.02.2021 13:15 - 06.02.2021 13:30","5313","5661"
"06.02.2021 13:30 - 06.02.2021 13:45","5286","5599"
"06.02.2021 13:45 - 06.02.2021 14:00","5189","5543"
"06.02.2021 14:00 - 06.02.2021 14:15","5200","5563"
"06.02.2021 14:15 - 06.02.2021 14:30","5181","5531"
"06.02.2021 14:30 - 06.02.2021 14:45","5193","5505"
"06.02.2021 14:45 - 06.02.2021 15:00","5183","5457"
"06.02.2021 15:00 - 06.02.2021 15:15","5211","5478"
"06.02.2021 15:15 - 06.02.2021 15:30","5206","5465"
"06.02.2021 15:30 - 06.02.2021 15:45","5220","5471"
"06.02.2021 15:45 - 06.02.2021 16:00","5228","5483"
"06.02.2021 16:00 - 06.02.2021 16:15","5256","5500"
"06.02.2021 16:15 - 06.02.2021 16:30","5263","5518"
"06.02.2021 16:30 - 06.02.2021 16:45","5304","5533"
"06.02.2021 16:45 - 06.02.2021 17:00","5347","5567"
"06.02.2021 17:00 - 06.02.2021 17:15","5483","5627"
"06.02.2021 17:15 - 06.02.2021 17:30","5495","5673"
"06.02.2021 17:30 - 06.02.2021 17:45","5475","5664"
"06.02.2021 17:45 - 06.02.2021 18:00","5435","5641"
"06.02.2021 18:00 - 06.02.2021 18:15","5450","5640"
"06.02.2021 18:15 - 06.02.2021 18:30","5406","5621"
"06.02.2021 18:30 - 06.02.2021 18:45","5408","5613"
"06.02.2021 18:45 - 06.02.2021 19:00","5396","5583"
"06.02.2021 19:00 - 06.02.2021 19:15","5374","5582"
"06.02.2021 19:15 - 06.02.2021 19:30","5348","5542"
"06.02.2021 19:30 - 06.02.2021 19:45","5333","5534"
"06.02.2021 19:45 - 06.02.2021 20:00","5311","5474"
"06.02.2021 20:00 - 06.02.2021 20:15","5287","5448"
"06.02.2021 20:15 - 06.02.2021 20:30","5270","5418"
"06.02.2021 20:30 - 06.02.2021 20:45","5234","5408"
"06.02.2021 20:45 - 06.02.2021 21:00","5138","5325"
"06.02.2021 21:00 - 06.02.2021 21:15","5097","5270"
"06.02.2021 21:15 - 06.02.2021 21:30","5055","5212"
"06.02.2021 21:30 - 06.02.2021 21:45","4973","5118"
"06.02.2021 21:45 - 06.02.2021 22:00","4882","5034"
"06.02.2021 22:00 - 06.02.2021 22:15","4856","5003"
"06.02.2021 22:15 - 06.02.2021 22:30","4809","4948"
"06.02.2021 22:30 - 06.02.2021 22:45","4744","4886"
"06.02.2021 22:45 - 06.02.2021 23:00","4670","4815"
"06.02.2021 23:00 - 06.02.2021 23:15","4631","4777"
"06.02.2021 23:15 - 06.02.2021 23:30","4574","4678"
"06.02.2021 23:30 - 06.02.2021 23:45","4529","4651"
"06.02.2021 23:45 - 07.02.2021 00:00","4445","4584"
"07.02.2021 00:00 - 07.02.2021 00:15","4344","4454"
"07.02.2021 00:15 - 07.02.2021 00:30","4292","4421"
"07.02.2021 00:30 - 07.02.2021 00:45","4247","4393"
"07.02.2021 00:45 - 07.02.2021 01:00","4180","4364"
"07.02.2021 01:00 - 07.02.2021 01:15","4160","4338"
"07.02.2021 01:15 - 07.02.2021 01:30","4110","4291"
"07.02.2021 01:30 - 07.02.2021 01:45","4089","4263"
"07.02.2021 01:45 - 07.02.2021 02:00","4116","4211"
"07.02.2021 02:00 - 07.02.2021 02:15","4061","4201"
"07.02.2021 02:15 - 07.02.2021 02:30","4056","4179"
"07.02.2021 02:30 - 07.02.2021 02:45","4004","4125"
"07.02.2021 02:45 - 07.02.2021 03:00","3981","4066"
"07.02.2021 03:00 - 07.02.2021 03:15","3947","4062"
"07.02.2021 03:15 - 07.02.2021 03:30","3901","4040"
"07.02.2021 03:30 - 07.02.2021 03:45","3859","4042"
"07.02.2021 03:45 - 07.02.2021 04:00","3865","4005"
"07.02.2021 04:00 - 07.02.2021 04:15","3855","4039"
"07.02.2021 04:15 - 07.02.2021 04:30","3876","4048"
"07.02.2021 04:30 - 07.02.2021 04:45","3884","4060"
"07.02.2021 04:45 - 07.02.2021 05:00","3895","4070"
"07.02.2021 05:00 - 07.02.2021 05:15","3884","4105"
"07.02.2021 05:15 - 07.02.2021 05:30","3910","4115"
"07.02.2021 05:30 - 07.02.2021 05:45","3942","4140"
"07.02.2021 05:45 - 07.02.2021 06:00","3961","4136"
"07.02.2021 06:00 - 07.02.2021 06:15","4093","4280"
"07.02.2021 06:15 - 07.02.2021 06:30","4157","4354"
"07.02.2021 06:30 - 07.02.2021 06:45","4229","4396"
"07.02.2021 06:45 - 07.02.2021 07:00","4268","4471"
"07.02.2021 07:00 - 07.02.2021 07:15","4345","4533"
"07.02.2021 07:15 - 07.02.2021 07:30","4420","4608"
"07.02.2021 07:30 - 07.02.2021 07:45","4541","4715"
"07.02.2021 07:45 - 07.02.2021 08:00","4619","4803"
"07.02.2021 08:00 - 07.02.2021 08:15","4726","4895"
"07.02.2021 08:15 - 07.02.2021 08:30","4834","5033"
"07.02.2021 08:30 - 07.02.2021 08:45","4926","5144"
"07.02.2021 08:45 - 07.02.2021 09:00","5023","5253"
"07.02.2021 09:00 - 07.02.2021 09:15","5118","5334"
"07.02.2021 09:15 - 07.02.2021 09:30","5143","5419"
"07.02.2021 09:30 - 07.02.2021 09:45","5238","5498"
"07.02.2021 09:45 - 07.02.2021 10:00","5305","5561"
"07.02.2021 10:00 - 07.02.2021 10:15","5339","5611"
"07.02.2021 10:15 - 07.02.2021 10:30","5354","5661"
"07.02.2021 10:30 - 07.02.2021 10:45","5343","5684"
"07.02.2021 10:45 - 07.02.2021 11:00","5357","5704"
"07.02.2021 11:00 - 07.02.2021 11:15","5373","5736"
"07.02.2021 11:15 - 07.02.2021 11:30","5377","5762"
"07.02.2021 11:30 - 07.02.2021 11:45","5360","5779"
"07.02.2021 11:45 - 07.02.2021 12:00","5338","5774"
"07.02.2021 12:00 - 07.02.2021 12:15","5305","5732"
"07.02.2021 12:15 - 07.02.2021 12:30","5226","5651"
"07.02.2021 12:30 - 07.02.2021 12:45","5182","5611"
"07.02.2021 12:45 - 07.02.2021 13:00","5138","5549"
"07.02.2021 13:00 - 07.02.2021 13:15","5105","5506"
"07.02.2021 13:15 - 07.02.2021 13:30","5066","5441"
"07.02.2021 13:30 - 07.02.2021 13:45","5031","5419"
"07.02.2021 13:45 - 07.02.2021 14:00","4977","5370"
"07.02.2021 14:00 - 07.02.2021 14:15","5002","5383"
"07.02.2021 14:15 - 07.02.2021 14:30","4963","5322"
"07.02.2021 14:30 - 07.02.2021 14:45","4983","5334"
"07.02.2021 14:45 - 07.02.2021 15:00","5021","5327"
"07.02.2021 15:00 - 07.02.2021 15:15","5025","5347"
"07.02.2021 15:15 - 07.02.2021 15:30","5035","5290"
"07.02.2021 15:30 - 07.02.2021 15:45","5057","5321"
"07.02.2021 15:45 - 07.02.2021 16:00","5076","5328"
"07.02.2021 16:00 - 07.02.2021 16:15","5107","5376"
"07.02.2021 16:15 - 07.02.2021 16:30","5164","5369"
"07.02.2021 16:30 - 07.02.2021 16:45","5237","5421"
"07.02.2021 16:45 - 07.02.2021 17:00","5355","5464"
"07.02.2021 17:00 - 07.02.2021 17:15","5402","5555"
"07.02.2021 17:15 - 07.02.2021 17:30","5419","5606"
"07.02.2021 17:30 - 07.02.2021 17:45","5407","5653"
"07.02.2021 17:45 - 07.02.2021 18:00","5409","5648"
"07.02.2021 18:00 - 07.02.2021 18:15","5408","5648"
"07.02.2021 18:15 - 07.02.2021 18:30","5396","5621"
"07.02.2021 18:30 - 07.02.2021 18:45","5403","5635"
"07.02.2021 18:45 - 07.02.2021 19:00","5425","5652"
"07.02.2021 19:00 - 07.02.2021 19:15","5434","5655"
"07.02.2021 19:15 - 07.02.2021 19:30","5380","5640"
"07.02.2021 19:30 - 07.02.2021 19:45","5376","5603"
"07.02.2021 19:45 - 07.02.2021 20:00","5359","5576"
"07.02.2021 20:00 - 07.02.2021 20:15","5301","5529"
"07.02.2021 20:15 - 07.02.2021 20:30","5253","5464"
"07.02.2021 20:30 - 07.02.2021 20:45","5193","5430"
"07.02.2021 20:45 - 07.02.2021 21:00","5142","5339"
"07.02.2021 21:00 - 07.02.2021 21:15","5078","5278"
"07.02.2021 21:15 - 07.02.2021 21:30","5050","5215"
"07.02.2021 21:30 - 07.02.2021 21:45","4929","5128"
"07.02.2021 21:45 - 07.02.2021 22:00","4873","5074"
"07.02.2021 22:00 - 07.02.2021 22:15","4806","5034"
"07.02.2021 22:15 - 07.02.2021 22:30","4764","4951"
"07.02.2021 22:30 - 07.02.2021 22:45","4729","4922"
"07.02.2021 22:45 - 07.02.2021 23:00","4653","4864"
"07.02.2021 23:00 - 07.02.2021 23:15","4585","4799"
"07.02.2021 23:15 - 07.02.2021 23:30","4499","4700"
"07.02.2021 23:30 - 07.02.2021 23:45","4475","4700"
"07.02.2021 23:45 - 08.02.2021 00:00","4398","4641"
"08.02.2021 00:00 - 08.02.2021 00:15","4373","4525"
"08.02.2021 00:15 - 08.02.2021 00:30","4310","4466"
"08.02.2021 00:30 - 08.02.2021 00:45","4302","4465"
"08.02.2021 00:45 - 08.02.2021 01:00","4258","4416"
"08.02.2021 01:00 - 08.02.2021 01:15","4234","4394"
"08.02.2021 01:15 - 08.02.2021 01:30","4213","4342"
"08.02.2021 01:30 - 08.02.2021 01:45","4194","4341"
"08.02.2021 01:45 - 08.02.2021 02:00","4227","4305"
"08.02.2021 02:00 - 08.02.2021 02:15","4209","4264"
"08.02.2021 02:15 - 08.02.2021 02:30","4189","4217"
"08.02.2021 02:30 - 08.02.2021 02:45","4149","4213"
"08.02.2021 02:45 - 08.02.2021 03:00","4140","4190"
"08.02.2021 03:00 - 08.02.2021 03:15","4132","4190"
"08.02.2021 03:15 - 08.02.2021 03:30","4085","4134"
"08.02.2021 03:30 - 08.02.2021 03:45","4079","4155"
"08.02.2021 03:45 - 08.02.2021 04:00","4079","4160"
"08.02.2021 04:00 - 08.02.2021 04:15","4135","4221"
"08.02.2021 04:15 - 08.02.2021 04:30","4191","4256"
"08.02.2021 04:30 - 08.02.2021 04:45","4259","4304"
"08.02.2021 04:45 - 08.02.2021 05:00","4354","4409"
"08.02.2021 05:00 - 08.02.2021 05:15","4413","4527"
"08.02.2021 05:15 - 08.02.2021 05:30","4501","4630"
"08.02.2021 05:30 - 08.02.2021 05:45","4657","4752"
"08.02.2021 05:45 - 08.02.2021 06:00","4803","4951"
"08.02.2021 06:00 - 08.02.2021 06:15","5157","5315"
"08.02.2021 06:15 - 08.02.2021 06:30","5430","5529"
"08.02.2021 06:30 - 08.02.2021 06:45","5598","5671"
"08.02.2021 06:45 - 08.02.2021 07:00","5739","5787"
"08.02.2021 07:00 - 08.02.2021 07:15","5901","5911"
"08.02.2021 07:15 - 08.02.2021 07:30","5930","5971"
"08.02.2021 07:30 - 08.02.2021 07:45","6005","6040"
"08.02.2021 07:45 - 08.02.2021 08:00","6030","6088"
"08.02.2021 08:00 - 08.02.2021 08:15","6070","6158"
"08.02.2021 08:15 - 08.02.2021 08:30","6112","6224"
"08.02.2021 08:30 - 08.02.2021 08:45","6186","6283"
"08.02.2021 08:45 - 08.02.2021 09:00","6199","6286"
"08.02.2021 09:00 - 08.02.2021 09:15","6193","6328"
"08.02.2021 09:15 - 08.02.2021 09:30","6203","6345"
"08.02.2021 09:30 - 08.02.2021 09:45","6203","6366"
"08.02.2021 09:45 - 08.02.2021 10:00","6193","6395"
"08.02.2021 10:00 - 08.02.2021 10:15","6173","6364"
"08.02.2021 10:15 - 08.02.2021 10:30","6173","6406"
"08.02.2021 10:30 - 08.02.2021 10:45","6178","6413"
"08.02.2021 10:45 - 08.02.2021 11:00","6160","6404"
"08.02.2021 11:00 - 08.02.2021 11:15","6159","6383"
"08.02.2021 11:15 - 08.02.2021 11:30","6167","6406"
"08.02.2021 11:30 - 08.02.2021 11:45","6202","6415"
"08.02.2021 11:45 - 08.02.2021 12:00","6202","6408"
"08.02.2021 12:00 - 08.02.2021 12:15","6192","6407"
"08.02.2021 12:15 - 08.02.2021 12:30","6195","6399"
"08.02.2021 12:30 - 08.02.2021 12:45","6237","6412"
"08.02.2021 12:45 - 08.02.2021 13:00","6213","6365"
"08.02.2021 13:00 - 08.02.2021 13:15","6229","6376"
"08.02.2021 13:15 - 08.02.2021 13:30","6188","6325"
"08.02.2021 13:30 - 08.02.2021 13:45","6148","6287"
"08.02.2021 13:45 - 08.02.2021 14:00","6062","6244"
"08.02.2021 14:00 - 08.02.2021 14:15","6122","6286"
"08.02.2021 14:15 - 08.02.2021 14:30","6120","6285"
"08.02.2021 14:30 - 08.02.2021 14:45","6160","6339"
"08.02.2021 14:45 - 08.02.2021 15:00","6168","6333"
"08.02.2021 15:00 - 08.02.2021 15:15","6152","6341"
"08.02.2021 15:15 - 08.02.2021 15:30","6144","6328"
"08.02.2021 15:30 - 08.02.2021 15:45","6167","6333"
"08.02.2021 15:45 - 08.02.2021 16:00","6198","6334"
"08.02.2021 16:00 - 08.02.2021 16:15","6191","6314"
"08.02.2021 16:15 - 08.02.2021 16:30","6274","6328"
"08.02.2021 16:30 - 08.02.2021 16:45","6315","6310"
"08.02.2021 16:45 - 08.02.2021 17:00","6399","6346"
"08.02.2021 17:00 - 08.02.2021 17:15","6460","6415"
"08.02.2021 17:15 - 08.02.2021 17:30","6464","6449"
"08.02.2021 17:30 - 08.02.2021 17:45","6432","6457"
"08.02.2021 17:45 - 08.02.2021 18:00","6403","6404"
"08.02.2021 18:00 - 08.02.2021 18:15","6385","6414"
"08.02.2021 18:15 - 08.02.2021 18:30","6353","6393"
"08.02.2021 18:30 - 08.02.2021 18:45","6345","6385"
"08.02.2021 18:45 - 08.02.2021 19:00","6331","6386"
"08.02.2021 19:00 - 08.02.2021 19:15","6313","6343"
"08.02.2021 19:15 - 08.02.2021 19:30","6236","6283"
"08.02.2021 19:30 - 08.02.2021 19:45","6193","6247"
"08.02.2021 19:45 - 08.02.2021 20:00","6141","6187"
"08.02.2021 20:00 - 08.02.2021 20:15","6084","6124"
"08.02.2021 20:15 - 08.02.2021 20:30","6038","6085"
"08.02.2021 20:30 - 08.02.2021 20:45","6006","6049"
"08.02.2021 20:45 - 08.02.2021 21:00","5936","5977"
"08.02.2021 21:00 - 08.02.2021 21:15","5877","5950"
"08.02.2021 21:15 - 08.02.2021 21:30","5859","5911"
"08.02.2021 21:30 - 08.02.2021 21:45","5795","5835"
"08.02.2021 21:45 - 08.02.2021 22:00","5687","5709"
"08.02.2021 22:00 - 08.02.2021 22:15","5598","5664"
"08.02.2021 22:15 - 08.02.2021 22:30","5587","5644"
"08.02.2021 22:30 - 08.02.2021 22:45","5587","5627"
"08.02.2021 22:45 - 08.02.2021 23:00","5510","5516"
"08.02.2021 23:00 - 08.02.2021 23:15","5444","5461"
"08.02.2021 23:15 - 08.02.2021 23:30","5353","5385"
"08.02.2021 23:30 - 08.02.2021 23:45","5315","5374"
"08.02.2021 23:45 - 09.02.2021 00:00","5257","5284"
"09.02.2021 00:00 - 09.02.2021 00:15","5045","5162"
"09.02.2021 00:15 - 09.02.2021 00:30","4970","5090"
"09.02.2021 00:30 - 09.02.2021 00:45","4924","5034"
"09.02.2021 00:45 - 09.02.2021 01:00","4936","4953"
"09.02.2021 01:00 - 09.02.2021 01:15","4900","4923"
"09.02.2021 01:15 - 09.02.2021 01:30","4822","4874"
"09.02.2021 01:30 - 09.02.2021 01:45","4752","4839"
"09.02.2021 01:45 - 09.02.2021 02:00","4748","4760"
"09.02.2021 02:00 - 09.02.2021 02:15","4697","4723"
"09.02.2021 02:15 - 09.02.2021 02:30","4632","4686"
"09.02.2021 02:30 - 09.02.2021 02:45","4573","4649"
"09.02.2021 02:45 - 09.02.2021 03:00","4537","4627"
"09.02.2021 03:00 - 09.02.2021 03:15","4525","4601"
"09.02.2021 03:15 - 09.02.2021 03:30","4506","4577"
"09.02.2021 03:30 - 09.02.2021 03:45","4492","4576"
"09.02.2021 03:45 - 09.02.2021 04:00","4475","4578"
"09.02.2021 04:00 - 09.02.2021 04:15","4521","4615"
"09.02.2021 04:15 - 09.02.2021 04:30","4584","4657"
"09.02.2021 04:30 - 09.02.2021 04:45","4633","4695"
"09.02.2021 04:45 - 09.02.2021 05:00","4723","4791"
"09.02.2021 05:00 - 09.02.2021 05:15","4822","4907"
"09.02.2021 05:15 - 09.02.2021 05:30","4907","4988"
"09.02.2021 05:30 - 09.02.2021 05:45","5032","5079"
"09.02.2021 05:45 - 09.02.2021 06:00","5172","5194"
"09.02.2021 06:00 - 09.02.2021 06:15","5452","5521"
"09.02.2021 06:15 - 09.02.2021 06:30","5700","5750"
"09.02.2021 06:30 - 09.02.2021 06:45","5863","5863"
"09.02.2021 06:45 - 09.02.2021 07:00","5994","5943"
"09.02.2021 07:00 - 09.02.2021 07:15","6132","6062"
"09.02.2021 07:15 - 09.02.2021 07:30","6163","6128"
"09.02.2021 07:30 - 09.02.2021 07:45","6168","6195"
"09.02.2021 07:45 - 09.02.2021 08:00","6191","6214"
"09.02.2021 08:00 - 09.02.2021 08:15","6212","6264"
"09.02.2021 08:15 - 09.02.2021 08:30","6226","6320"
"09.02.2021 08:30 - 09.02.2021 08:45","6242","6360"
"09.02.2021 08:45 - 09.02.2021 09:00","6226","6355"
